loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_asset_value,asset_to_loan_ratio,risk_category,is_low_income
2450,5, Graduate, Yes,5200000,12700000,16,718,11700000,100000,18100000,7200000, Approved,37100000,2.921259842519685,Medium,0
2451,5, Not Graduate, Yes,4100000,12400000,8,309,8200000,1000000,13000000,3300000, Rejected,25500000,2.056451612903226,Low,0
2452,5, Not Graduate, No,3200000,7400000,2,838,2200000,2900000,10200000,3600000, Approved,18900000,2.554054054054054,High,0
2453,3, Not Graduate, Yes,7500000,21600000,14,678,8800000,12100000,20100000,11200000, Approved,52200000,2.4166666666666665,Medium,0
2454,2, Not Graduate, Yes,1500000,4500000,14,826,3200000,1700000,4600000,1600000, Approved,11100000,2.466666666666667,High,0
2455,4, Graduate, Yes,1200000,3100000,16,348,1200000,2200000,3500000,1700000, Rejected,8600000,2.774193548387097,Low,0
2456,1, Graduate, Yes,8400000,19700000,6,476,24700000,16500000,31800000,12100000, Rejected,85100000,4.319796954314721,Low,0
2457,0, Not Graduate, Yes,7900000,26300000,8,666,4600000,9200000,18400000,11800000, Approved,44000000,1.673003802281369,Medium,0
2458,1, Graduate, Yes,2100000,4300000,20,896,100000,2300000,7500000,2300000, Approved,12200000,2.8372093023255816,High,0
2459,2, Graduate, No,2500000,7000000,20,547,800000,1200000,5200000,2300000, Rejected,9500000,1.3571428571428572,Low,0
2460,2, Not Graduate, Yes,3700000,13900000,2,405,5900000,3200000,9100000,5500000, Approved,23700000,1.7050359712230216,Low,0
2461,5, Graduate, No,1100000,4000000,16,498,400000,100000,2300000,700000, Rejected,3500000,0.875,Low,0
2462,5, Graduate, No,6500000,24800000,8,779,7000000,9600000,15700000,8800000, Approved,41100000,1.657258064516129,High,0
2463,0, Not Graduate, Yes,8200000,31500000,8,403,11500000,8800000,19000000,6100000, Rejected,45400000,1.4412698412698413,Low,0
2464,2, Not Graduate, No,5000000,12400000,8,709,11300000,6800000,13300000,4200000, Approved,35600000,2.870967741935484,Medium,0
2465,1, Not Graduate, No,1500000,6000000,6,507,2600000,2700000,4800000,1900000, Rejected,12000000,2.0,Low,0
2466,5, Not Graduate, No,3700000,9100000,18,368,3400000,2400000,8400000,3300000, Rejected,17500000,1.9230769230769231,Low,0
2467,3, Graduate, Yes,4100000,14600000,16,760,4700000,6600000,14900000,3000000, Approved,29200000,2.0,High,0
2468,2, Not Graduate, No,7200000,16800000,6,796,6600000,6100000,14400000,9800000, Approved,36900000,2.1964285714285716,High,0
2469,1, Graduate, No,2000000,5000000,6,876,500000,2900000,5800000,1500000, Approved,10700000,2.14,High,0
2470,3, Not Graduate, No,2000000,4700000,14,673,800000,3400000,5900000,1500000, Approved,11600000,2.4680851063829787,Medium,0
2471,1, Graduate, Yes,5100000,11500000,4,747,5000000,8900000,14100000,7000000, Approved,35000000,3.0434782608695654,Medium,0
2472,1, Not Graduate, No,6000000,13600000,12,589,9000000,300000,12600000,7100000, Approved,29000000,2.1323529411764706,Low,0
2473,1, Graduate, No,4900000,18100000,8,382,13600000,400000,15500000,2400000, Rejected,31900000,1.7624309392265194,Low,0
2474,3, Not Graduate, Yes,900000,2300000,12,900,1300000,0,3300000,1100000, Approved,5700000,2.4782608695652173,High,0
2475,1, Graduate, Yes,7500000,25000000,18,628,3500000,2200000,21700000,4700000, Approved,32100000,1.284,Medium,0
2476,2, Graduate, No,6400000,25000000,12,667,13500000,5500000,25500000,5400000, Approved,49900000,1.996,Medium,0
2477,2, Graduate, Yes,8700000,26400000,2,778,8500000,2400000,28800000,10300000, Approved,50000000,1.893939393939394,High,0
2478,4, Graduate, Yes,7300000,17200000,18,831,18500000,4300000,23000000,5200000, Approved,51000000,2.9651162790697674,High,0
2479,5, Graduate, No,7400000,27100000,4,320,19800000,14600000,25200000,9400000, Approved,69000000,2.5461254612546127,Low,0
2480,2, Graduate, No,2700000,9300000,16,656,7700000,2500000,6400000,3600000, Approved,20200000,2.172043010752688,Medium,0
2481,3, Graduate, No,3400000,8900000,6,896,4200000,4800000,10200000,4200000, Approved,23400000,2.6292134831460676,High,0
2482,3, Not Graduate, Yes,2100000,7400000,4,320,3300000,2700000,6300000,2200000, Approved,14500000,1.9594594594594594,Low,0
2483,2, Not Graduate, No,3100000,10500000,10,751,5500000,5900000,9000000,1600000, Approved,22000000,2.0952380952380953,High,0
2484,5, Not Graduate, No,4700000,17400000,2,523,10600000,7000000,10900000,5200000, Approved,33700000,1.9367816091954022,Low,0
2485,5, Graduate, No,3100000,10500000,6,584,7700000,2100000,10900000,2900000, Approved,23600000,2.2476190476190476,Low,0
2486,2, Not Graduate, No,5700000,20400000,2,630,3000000,3100000,22600000,2900000, Approved,31600000,1.5490196078431373,Medium,0
2487,3, Graduate, Yes,2300000,8000000,14,472,4400000,3300000,7700000,1800000, Rejected,17200000,2.15,Low,0
2488,0, Not Graduate, Yes,6600000,18500000,16,802,14600000,1100000,21800000,9700000, Approved,47200000,2.5513513513513515,High,0
2489,2, Graduate, Yes,2700000,6400000,18,547,5000000,1700000,9200000,1700000, Rejected,17600000,2.75,Low,0
2490,1, Not Graduate, Yes,800000,2800000,16,726,2000000,1300000,3100000,1200000, Approved,7600000,2.7142857142857144,Medium,0
2491,1, Graduate, No,6600000,18500000,8,712,2300000,3200000,24400000,7600000, Approved,37500000,2.027027027027027,Medium,0
2492,3, Graduate, No,3900000,10700000,6,790,10600000,1900000,12500000,2700000, Approved,27700000,2.588785046728972,High,0
2493,5, Not Graduate, No,200000,600000,16,396,0,0,500000,200000, Rejected,700000,1.1666666666666667,Low,1
2494,3, Graduate, No,2000000,4200000,6,831,1300000,1700000,6900000,1200000, Approved,11100000,2.642857142857143,High,0
2495,2, Graduate, Yes,9100000,20900000,20,632,4200000,400000,30000000,13200000, Approved,47800000,2.287081339712919,Medium,0
2496,3, Graduate, No,4700000,10800000,8,527,13300000,3100000,13600000,4800000, Rejected,34800000,3.2222222222222223,Low,0
2497,3, Not Graduate, Yes,3200000,11100000,6,708,8900000,5700000,8100000,1500000, Approved,24200000,2.18018018018018,Medium,0
2498,2, Not Graduate, No,1700000,4200000,14,829,200000,1600000,4600000,1600000, Approved,8000000,1.9047619047619047,High,0
2499,1, Not Graduate, No,2600000,8100000,12,854,4500000,5100000,6300000,2500000, Approved,18400000,2.271604938271605,High,0
2500,3, Not Graduate, Yes,2700000,6700000,14,899,2400000,4200000,6000000,2000000, Approved,14600000,2.1791044776119404,High,0
2501,0, Not Graduate, Yes,3600000,13400000,6,589,3600000,0,11200000,4000000, Approved,18800000,1.4029850746268657,Low,0
2502,4, Graduate, Yes,7200000,26000000,6,571,4700000,0,22600000,4200000, Approved,31500000,1.2115384615384615,Low,0
2503,2, Not Graduate, Yes,2500000,6400000,6,708,6900000,200000,9900000,3500000, Approved,20500000,3.203125,Medium,0
2504,2, Not Graduate, No,5500000,19600000,16,328,2400000,4800000,10900000,3700000, Rejected,21800000,1.1122448979591837,Low,0
2505,3, Graduate, Yes,9200000,33500000,8,564,20800000,15200000,29800000,11400000, Approved,77200000,2.3044776119402983,Low,0
2506,3, Not Graduate, No,9000000,19000000,8,693,18300000,4500000,29600000,7200000, Approved,59600000,3.136842105263158,Medium,0
2507,4, Not Graduate, Yes,5900000,15000000,14,626,16400000,4600000,17600000,8200000, Approved,46800000,3.12,Medium,0
2508,4, Graduate, No,5600000,15600000,12,470,9900000,10700000,14600000,7000000, Rejected,42200000,2.7051282051282053,Low,0
2509,2, Not Graduate, Yes,3200000,12500000,8,849,400000,5300000,10400000,4400000, Approved,20500000,1.64,High,0
2510,5, Not Graduate, No,9100000,27800000,16,547,21900000,7000000,31900000,9400000, Rejected,70200000,2.5251798561151078,Low,0
2511,0, Not Graduate, Yes,4600000,15100000,2,417,5600000,3900000,11800000,6600000, Approved,27900000,1.8476821192052981,Low,0
2512,4, Graduate, No,7300000,14900000,2,358,13600000,12300000,20400000,7300000, Rejected,53600000,3.597315436241611,Low,0
2513,5, Not Graduate, Yes,1300000,3100000,16,826,200000,1700000,5100000,1400000, Approved,8400000,2.7096774193548385,High,0
2514,0, Not Graduate, No,1800000,4200000,6,836,1300000,1900000,6800000,2000000, Approved,12000000,2.857142857142857,High,0
2515,3, Graduate, No,500000,1700000,10,509,400000,300000,1400000,300000, Rejected,2400000,1.411764705882353,Low,0
2516,2, Not Graduate, Yes,5700000,20500000,20,581,15200000,7800000,11400000,8500000, Approved,42900000,2.0926829268292684,Low,0
2517,4, Graduate, No,300000,1100000,4,359,100000,0,1000000,200000, Approved,1300000,1.1818181818181819,Low,0
2518,5, Graduate, Yes,2100000,7100000,10,517,1200000,2900000,5400000,1400000, Rejected,10900000,1.5352112676056338,Low,0
2519,1, Not Graduate, Yes,5700000,20100000,14,442,11700000,7300000,17900000,6500000, Rejected,43400000,2.1592039800995027,Low,0
2520,1, Not Graduate, Yes,1100000,2700000,16,346,1900000,300000,2200000,800000, Rejected,5200000,1.9259259259259258,Low,0
2521,5, Graduate, No,9300000,34000000,6,742,4200000,600000,32800000,8200000, Approved,45800000,1.3470588235294119,Medium,0
2522,1, Graduate, Yes,3500000,8100000,10,626,7100000,5500000,7200000,2900000, Approved,22700000,2.802469135802469,Medium,0
2523,0, Not Graduate, Yes,8200000,28800000,4,619,9000000,1100000,23000000,6300000, Approved,39400000,1.3680555555555556,Medium,0
2524,2, Not Graduate, Yes,7500000,17900000,20,734,9100000,5500000,23000000,4900000, Approved,42500000,2.374301675977654,Medium,0
2525,1, Graduate, Yes,7000000,25600000,6,420,15100000,11500000,15300000,8700000, Rejected,50600000,1.9765625,Low,0
2526,5, Not Graduate, Yes,3900000,8300000,18,600,3900000,600000,10400000,5600000, Approved,20500000,2.4698795180722892,Medium,0
2527,3, Graduate, Yes,4700000,13200000,12,440,4000000,3300000,16600000,4300000, Rejected,28200000,2.1363636363636362,Low,0
2528,5, Not Graduate, Yes,1700000,5200000,16,820,1700000,1200000,4000000,1000000, Approved,7900000,1.5192307692307692,High,0
2529,0, Graduate, No,2500000,7800000,8,437,5800000,0,5800000,3300000, Rejected,14900000,1.9102564102564104,Low,0
2530,1, Not Graduate, Yes,400000,1400000,12,468,700000,0,1500000,400000, Rejected,2600000,1.8571428571428572,Low,0
2531,0, Not Graduate, Yes,2400000,9100000,8,368,2200000,200000,5600000,3300000, Rejected,11300000,1.2417582417582418,Low,0
2532,4, Graduate, No,5700000,21900000,2,871,3200000,1700000,14400000,6100000, Approved,25400000,1.1598173515981736,High,0
2533,1, Graduate, No,9800000,37900000,4,816,21800000,12200000,26100000,8500000, Approved,68600000,1.8100263852242744,High,0
2534,5, Graduate, No,9000000,32800000,4,773,10600000,4100000,18900000,11500000, Approved,45100000,1.375,High,0
2535,3, Not Graduate, No,800000,3000000,14,576,1200000,1300000,2600000,400000, Approved,5500000,1.8333333333333333,Low,0
2536,1, Graduate, No,1600000,4500000,14,673,1900000,2700000,3700000,1300000, Approved,9600000,2.1333333333333333,Medium,0
2537,0, Graduate, Yes,9800000,34100000,20,760,21500000,9400000,33400000,13600000, Approved,77900000,2.2844574780058653,High,0
2538,5, Not Graduate, Yes,2900000,7500000,12,678,3400000,3000000,10900000,3700000, Approved,21000000,2.8,Medium,0
2539,4, Not Graduate, Yes,3900000,12000000,14,893,6000000,4700000,12900000,5200000, Approved,28800000,2.4,High,0
2540,0, Graduate, Yes,3300000,9000000,18,754,6100000,3900000,6900000,4700000, Approved,21600000,2.4,High,0
2541,3, Graduate, Yes,700000,2200000,8,617,1600000,400000,2400000,900000, Approved,5300000,2.409090909090909,Medium,0
2542,3, Not Graduate, Yes,8400000,29500000,20,661,14600000,3400000,28900000,10900000, Approved,57800000,1.959322033898305,Medium,0
2543,1, Graduate, Yes,4000000,12100000,12,356,10500000,2500000,15600000,5000000, Rejected,33600000,2.7768595041322315,Low,0
2544,0, Not Graduate, Yes,1900000,6300000,16,811,1100000,100000,5100000,1900000, Approved,8200000,1.3015873015873016,High,0
2545,0, Not Graduate, No,3900000,14600000,2,730,9200000,4000000,14600000,5400000, Approved,33200000,2.2739726027397262,Medium,0
2546,5, Not Graduate, No,7400000,18000000,2,792,5300000,9400000,19900000,5300000, Approved,39900000,2.216666666666667,High,0
2547,5, Not Graduate, Yes,5900000,16000000,6,798,15900000,5000000,12300000,3100000, Approved,36300000,2.26875,High,0
2548,2, Not Graduate, No,1400000,2900000,12,490,600000,1600000,5500000,1300000, Rejected,9000000,3.103448275862069,Low,0
2549,2, Graduate, Yes,1800000,5500000,6,448,2900000,300000,5600000,1300000, Rejected,10100000,1.8363636363636364,Low,0
2550,0, Graduate, Yes,1000000,3100000,6,525,1900000,1700000,2800000,1400000, Rejected,7800000,2.5161290322580645,Low,0
2551,1, Graduate, No,7400000,19200000,20,415,2200000,4800000,29200000,7000000, Rejected,43200000,2.25,Low,0
2552,5, Graduate, No,2700000,10600000,16,496,800000,2900000,9700000,2400000, Rejected,15800000,1.490566037735849,Low,0
2553,1, Not Graduate, Yes,3600000,13100000,8,543,2900000,100000,9900000,2700000, Rejected,15600000,1.1908396946564885,Low,0
2554,5, Graduate, No,7000000,18400000,12,520,4700000,11900000,17000000,3800000, Rejected,37400000,2.032608695652174,Low,0
2555,4, Not Graduate, Yes,5000000,18000000,14,307,5300000,5600000,12800000,3300000, Rejected,27000000,1.5,Low,0
2556,2, Graduate, No,1800000,5700000,14,502,1400000,1100000,4400000,1300000, Rejected,8200000,1.4385964912280702,Low,0
2557,2, Graduate, Yes,4700000,12000000,6,505,3400000,3800000,18000000,2300000, Rejected,27500000,2.2916666666666665,Low,0
2558,2, Not Graduate, Yes,6700000,23100000,4,304,14400000,7100000,24300000,10000000, Approved,55800000,2.4155844155844157,Low,0
2559,5, Not Graduate, No,5800000,17500000,10,719,5800000,1900000,12400000,3100000, Approved,23200000,1.3257142857142856,Medium,0
2560,0, Graduate, Yes,5900000,22700000,18,855,13400000,6300000,14500000,4000000, Approved,38200000,1.6828193832599119,High,0
2561,4, Not Graduate, No,6000000,15800000,18,593,6800000,4800000,13200000,6400000, Approved,31200000,1.9746835443037976,Low,0
2562,1, Not Graduate, Yes,700000,1400000,10,523,700000,1100000,1600000,900000, Rejected,4300000,3.0714285714285716,Low,0
2563,0, Not Graduate, Yes,3700000,13100000,14,385,10600000,6800000,9200000,4900000, Rejected,31500000,2.404580152671756,Low,0
2564,0, Graduate, Yes,7100000,19300000,6,783,3900000,4800000,21800000,5000000, Approved,35500000,1.839378238341969,High,0
2565,5, Graduate, Yes,1100000,3900000,2,538,400000,1300000,4300000,1600000, Approved,7600000,1.9487179487179487,Low,0
2566,3, Not Graduate, Yes,9500000,20100000,2,506,16800000,800000,32700000,11000000, Rejected,61300000,3.0497512437810945,Low,0
2567,4, Not Graduate, Yes,2200000,8600000,2,461,1400000,3000000,4700000,2100000, Approved,11200000,1.302325581395349,Low,0
2568,4, Not Graduate, Yes,5500000,20000000,8,666,3800000,4700000,18000000,7900000, Approved,34400000,1.72,Medium,0
2569,3, Not Graduate, Yes,4400000,16300000,20,561,5500000,8000000,12000000,4000000, Approved,29500000,1.8098159509202454,Low,0
2570,5, Not Graduate, No,5000000,10800000,10,345,12300000,5000000,14100000,6300000, Rejected,37700000,3.490740740740741,Low,0
2571,4, Not Graduate, Yes,6100000,12500000,14,862,11300000,1500000,21900000,6800000, Approved,41500000,3.32,High,0
2572,3, Not Graduate, No,8100000,22300000,10,686,20400000,8700000,19200000,6200000, Approved,54500000,2.4439461883408073,Medium,0
2573,4, Graduate, Yes,7000000,19600000,8,708,17600000,2600000,24300000,4500000, Approved,49000000,2.5,Medium,0
2574,4, Not Graduate, No,5600000,14800000,20,656,9600000,9200000,11600000,6500000, Approved,36900000,2.4932432432432434,Medium,0
2575,4, Graduate, No,1800000,7000000,14,743,2600000,1000000,4500000,1500000, Approved,9600000,1.3714285714285714,Medium,0
2576,2, Graduate, No,3600000,12100000,14,408,10100000,4200000,13000000,5400000, Rejected,32700000,2.7024793388429753,Low,0
2577,5, Graduate, No,600000,1300000,14,408,1000000,300000,1600000,900000, Rejected,3800000,2.923076923076923,Low,0
2578,1, Graduate, Yes,4900000,16500000,12,439,7500000,1400000,10300000,7200000, Rejected,26400000,1.6,Low,0
2579,3, Graduate, Yes,3000000,7100000,6,415,2000000,5700000,9500000,2500000, Rejected,19700000,2.7746478873239435,Low,0
2580,0, Not Graduate, Yes,3800000,10600000,12,490,3300000,6500000,14400000,3100000, Rejected,27300000,2.5754716981132075,Low,0
2581,1, Graduate, Yes,7600000,30000000,16,884,13300000,3600000,17200000,10800000, Approved,44900000,1.4966666666666666,High,0
2582,4, Graduate, No,7800000,25400000,18,425,3000000,14000000,30500000,7200000, Rejected,54700000,2.1535433070866143,Low,0
2583,0, Graduate, No,6800000,21700000,20,730,17500000,1300000,18600000,3600000, Approved,41000000,1.8894009216589862,Medium,0
2584,4, Graduate, Yes,5900000,17300000,20,657,1500000,5600000,13000000,4100000, Approved,24200000,1.3988439306358382,Medium,0
2585,2, Not Graduate, No,4900000,16800000,10,480,2200000,8900000,12600000,2700000, Rejected,26400000,1.5714285714285714,Low,0
2586,3, Not Graduate, Yes,1100000,3100000,16,356,1300000,100000,3000000,1600000, Rejected,6000000,1.935483870967742,Low,0
2587,1, Not Graduate, Yes,9800000,36000000,12,629,28000000,4100000,29800000,11200000, Approved,73100000,2.0305555555555554,Medium,0
2588,1, Graduate, Yes,1200000,4700000,2,667,1100000,300000,4200000,800000, Approved,6400000,1.3617021276595744,Medium,0
2589,0, Not Graduate, No,4700000,11500000,18,559,7500000,0,18700000,2600000, Approved,28800000,2.5043478260869567,Low,0
2590,4, Graduate, No,6700000,16000000,4,791,0,13000000,20700000,5200000, Approved,38900000,2.43125,High,0
2591,0, Not Graduate, Yes,3700000,11300000,6,538,6200000,400000,10400000,5400000, Rejected,22400000,1.9823008849557522,Low,0
2592,2, Graduate, No,7400000,16000000,20,358,16700000,5500000,26800000,4300000, Rejected,53300000,3.33125,Low,0
2593,2, Not Graduate, No,3300000,11700000,14,439,4000000,6300000,8300000,1700000, Rejected,20300000,1.735042735042735,Low,0
2594,2, Graduate, Yes,4800000,15300000,12,503,3300000,4000000,12000000,4300000, Rejected,23600000,1.542483660130719,Low,0
2595,4, Graduate, Yes,4600000,11900000,6,810,11200000,8200000,17500000,5200000, Approved,42100000,3.53781512605042,High,0
2596,1, Graduate, Yes,8000000,30600000,14,302,12700000,13100000,23900000,6800000, Rejected,56500000,1.84640522875817,Low,0
2597,0, Not Graduate, No,4100000,8800000,18,300,10900000,6400000,8600000,3500000, Rejected,29400000,3.340909090909091,Low,0
2598,4, Not Graduate, No,2600000,7200000,16,612,1300000,1000000,5800000,1400000, Approved,9500000,1.3194444444444444,Medium,0
