loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,loan_term_years,cibil_score,risk_category,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,total_assets_value,debt_to_income_ratio,asset_to_loan_ratio,has_dependents,is_low_income,loan_status,loan_status_code
2000,3," Not Graduate"," Yes",3100000,6300000,18,1.5000,895,High,2300000,3400000,10500000,4200000,20400000,2.03226,3.23810,1,0," Approved",1
2001,3," Not Graduate"," Yes",7000000,15400000,20,1.6667,315,Low,19900000,7600000,16400000,5900000,49800000,2.20000,3.23377,1,0," Rejected",0
2002,4," Not Graduate"," No",3900000,8800000,14,1.1667,527,Low,4600000,4900000,14900000,3100000,27500000,2.25641,3.12500,1,0," Rejected",0
2003,3," Graduate"," No",5500000,19800000,14,1.1667,853,High,7300000,3000000,15500000,3100000,28900000,3.60000,1.45960,1,0," Approved",1
2004,0," Graduate"," No",6600000,13700000,20,1.6667,747,Medium,3600000,2400000,23900000,6000000,35900000,2.07576,2.62044,0,0," Approved",1
2005,2," Not Graduate"," No",9900000,31600000,16,1.3333,892,High,4200000,17500000,31400000,12700000,65800000,3.19192,2.08228,1,0," Approved",1
2006,4," Graduate"," Yes",6600000,20500000,8,0.6667,856,High,18800000,5400000,15100000,9400000,48700000,3.10606,2.37561,1,0," Approved",1
2007,3," Graduate"," No",8600000,23600000,4,0.3333,324,Low,13800000,3800000,28500000,4300000,50400000,2.74419,2.13559,1,0," Rejected",0
2008,5," Graduate"," No",7900000,28600000,12,1.0000,812,High,12100000,14400000,30000000,11700000,68200000,3.62025,2.38462,1,0," Approved",1
2009,5," Graduate"," Yes",6800000,22600000,2,0.1667,804,High,3500000,12500000,18200000,9900000,44100000,3.32353,1.95133,1,0," Approved",1
2010,4," Graduate"," No",700000,1800000,8,0.6667,874,High,1600000,1000000,1300000,300000,4200000,2.57143,2.33333,1,0," Approved",1
2011,2," Not Graduate"," Yes",3800000,10000000,12,1.0000,516,Low,2400000,4200000,14200000,5100000,25900000,2.63158,2.59000,1,0," Rejected",0
2012,5," Graduate"," Yes",6900000,18300000,4,0.3333,402,Low,12600000,13100000,23200000,6100000,55000000,2.65217,3.00546,1,0," Rejected",0
2013,1," Graduate"," Yes",3700000,12400000,12,1.0000,330,Low,3400000,1000000,10400000,2800000,17600000,3.35135,1.41935,1,0," Rejected",0
2014,1," Graduate"," No",7900000,24000000,12,1.0000,867,High,20500000,10000000,30700000,9400000,70600000,3.03797,2.94167,1,0," Approved",1
2015,4," Graduate"," Yes",8800000,34200000,16,1.3333,844,High,18700000,11000000,20700000,10700000,61100000,3.88636,1.78655,1,0," Approved",1
2016,5," Not Graduate"," Yes",3300000,7800000,8,0.6667,310,Low,3000000,3900000,8300000,4200000,19400000,2.36364,2.48718,1,0," Rejected",0
2017,4," Not Graduate"," No",5800000,14200000,20,1.6667,535,Low,10200000,4000000,21100000,3400000,38700000,2.44828,2.72535,1,0," Rejected",0
2018,1," Graduate"," Yes",7400000,29500000,16,1.3333,323,Low,10000000,4400000,29400000,8100000,51900000,3.98649,1.75932,1,0," Rejected",0
2019,1," Graduate"," No",8200000,25600000,4,0.3333,686,Medium,2000000,5900000,17300000,4400000,29600000,3.12195,1.15625,1,0," Approved",1
2020,0," Not Graduate"," Yes",3300000,9600000,8,0.6667,465,Low,6100000,700000,9700000,2000000,18500000,2.90909,1.92708,0,0," Rejected",0
2021,4," Graduate"," Yes",5300000,10700000,12,1.0000,547,Low,1000000,10200000,11600000,5700000,28500000,2.01887,2.66355,1,0," Rejected",0
2022,1," Not Graduate"," No",5700000,19100000,12,1.0000,649,Medium,9400000,10200000,16400000,4500000,40500000,3.35088,2.12042,1,0," Approved",1
2023,2," Not Graduate"," No",9000000,31000000,14,1.1667,670,Medium,21300000,5400000,31100000,12900000,70700000,3.44444,2.28065,1,0," Approved",1
2024,3," Graduate"," No",5900000,14400000,10,0.8333,408,Low,2400000,5100000,23000000,3700000,34200000,2.44068,2.37500,1,0," Rejected",0
2025,2," Not Graduate"," No",5400000,11900000,6,0.5000,303,Low,15000000,9200000,15400000,6900000,46500000,2.20370,3.90756,1,0," Rejected",0
2026,0," Graduate"," No",9800000,34800000,14,1.1667,497,Low,3000000,2200000,23800000,9600000,38600000,3.55102,1.10920,0,0," Rejected",0
2027,4," Graduate"," Yes",9800000,34100000,14,1.1667,740,Medium,6500000,16900000,27100000,5100000,55600000,3.47959,1.63050,1,0," Approved",1
2028,4," Not Graduate"," Yes",3800000,8200000,4,0.3333,309,Low,10900000,3900000,10200000,3300000,28300000,2.15789,3.45122,1,0," Rejected",0
2029,0," Not Graduate"," No",9500000,24400000,14,1.1667,769,High,14400000,2400000,30800000,14200000,61800000,2.56842,2.53279,0,0," Approved",1
2030,3," Graduate"," Yes",2500000,7100000,6,0.5000,420,Low,3800000,3300000,8700000,3000000,18800000,2.84000,2.64789,1,0," Rejected",0
2031,1," Graduate"," No",1900000,6000000,20,1.6667,540,Low,1100000,1400000,4300000,1300000,8100000,3.15789,1.35000,1,0," Rejected",0
2032,5," Graduate"," Yes",4400000,10600000,20,1.6667,806,High,9700000,3600000,10800000,2500000,26600000,2.40909,2.50943,1,0," Approved",1
2033,4," Graduate"," Yes",1400000,2900000,6,0.5000,723,Medium,3800000,0,4700000,1600000,10100000,2.07143,3.48276,1,0," Approved",1
2034,5," Not Graduate"," Yes",3200000,11800000,16,1.3333,565,Low,8100000,2700000,9200000,1800000,21800000,3.68750,1.84746,1,0," Approved",1
2035,1," Graduate"," Yes",3100000,9200000,16,1.3333,374,Low,2400000,3500000,7100000,3500000,16500000,2.96774,1.79348,1,0," Rejected",0
2036,4," Graduate"," No",4500000,9900000,10,0.8333,509,Low,11100000,3100000,12200000,2700000,29100000,2.20000,2.93939,1,0," Rejected",0
2037,3," Not Graduate"," Yes",9300000,23500000,16,1.3333,728,Medium,3500000,9900000,27300000,9800000,50500000,2.52688,2.14894,1,0," Approved",1
2038,2," Graduate"," No",6900000,18200000,20,1.6667,396,Low,15600000,4300000,22900000,5400000,48200000,2.63768,2.64835,1,0," Rejected",0
2039,0," Not Graduate"," Yes",3900000,8600000,2,0.1667,667,Medium,4300000,6600000,13500000,2000000,26400000,2.20513,3.06977,0,0," Approved",1
2040,5," Not Graduate"," No",3200000,7400000,12,1.0000,583,Low,9400000,5500000,10600000,3600000,29100000,2.31250,3.93243,1,0," Approved",1
2041,1," Not Graduate"," Yes",5600000,21100000,10,0.8333,459,Low,9700000,1400000,13900000,8100000,33100000,3.76786,1.56872,1,0," Rejected",0
2042,4," Not Graduate"," Yes",3700000,11900000,18,1.5000,635,Medium,6100000,6400000,11200000,4700000,28400000,3.21622,2.38655,1,0," Approved",1
2043,3," Not Graduate"," No",8400000,27200000,12,1.0000,604,Medium,21400000,8800000,23700000,4700000,58600000,3.23810,2.15441,1,0," Approved",1
2044,0," Not Graduate"," Yes",4200000,8900000,14,1.1667,796,High,3000000,1600000,13300000,4800000,22700000,2.11905,2.55056,0,0," Approved",1
2045,4," Graduate"," No",3800000,8500000,10,0.8333,416,Low,6200000,4800000,14900000,4100000,30000000,2.23684,3.52941,1,0," Rejected",0
2046,3," Graduate"," No",3200000,8200000,8,0.6667,311,Low,4900000,5600000,10700000,1600000,22800000,2.56250,2.78049,1,0," Rejected",0
2047,1," Graduate"," No",9700000,33900000,10,0.8333,833,High,24600000,16200000,28300000,6600000,75700000,3.49485,2.23304,1,0," Approved",1
2048,1," Not Graduate"," Yes",4300000,9400000,6,0.5000,543,Low,7400000,5200000,14800000,4200000,31600000,2.18605,3.36170,1,0," Rejected",0
2049,5," Graduate"," Yes",8100000,20300000,18,1.5000,751,High,1600000,7900000,31700000,7400000,48600000,2.50617,2.39409,1,0," Approved",1
2050,5," Not Graduate"," Yes",9400000,23200000,14,1.1667,885,High,16900000,1200000,34900000,4700000,57700000,2.46809,2.48707,1,0," Approved",1
2051,4," Not Graduate"," Yes",8100000,19400000,6,0.5000,346,Low,7800000,9300000,29300000,4500000,50900000,2.39506,2.62371,1,0," Rejected",0
2052,4," Graduate"," No",6500000,14500000,4,0.3333,588,Low,10300000,9500000,22800000,6400000,49000000,2.23077,3.37931,1,0," Approved",1
2053,2," Graduate"," No",9400000,23100000,4,0.3333,488,Low,20100000,3500000,28600000,10900000,63100000,2.45745,2.73160,1,0," Rejected",0
2054,1," Not Graduate"," Yes",2600000,6600000,20,1.6667,765,High,2100000,200000,5200000,1300000,8800000,2.53846,1.33333,1,0," Approved",1
2055,3," Not Graduate"," Yes",8000000,25600000,6,0.5000,337,Low,8800000,500000,18900000,9800000,38000000,3.20000,1.48438,1,0," Rejected",0
2056,1," Graduate"," No",4700000,9300000,8,0.6667,515,Low,1000000,4700000,14600000,5700000,26000000,1.97872,2.79570,1,0," Rejected",0
2057,2," Graduate"," Yes",7600000,22300000,12,1.0000,555,Low,2100000,13800000,17700000,7100000,40700000,2.93421,1.82511,1,0," Approved",1
2058,1," Graduate"," Yes",6800000,27200000,2,0.1667,702,Medium,4600000,2400000,27100000,6300000,40400000,4.00000,1.48529,1,0," Approved",1
2059,2," Not Graduate"," Yes",6600000,17000000,2,0.1667,457,Low,100000,1800000,23300000,6700000,31900000,2.57576,1.87647,1,0," Rejected",0
2060,2," Graduate"," No",8200000,27200000,10,0.8333,425,Low,11400000,4900000,29300000,4500000,50100000,3.31707,1.84191,1,0," Rejected",0
2061,1," Graduate"," Yes",4400000,12300000,6,0.5000,583,Low,2400000,7900000,17200000,6600000,34100000,2.79545,2.77236,1,0," Approved",1
2062,1," Not Graduate"," No",8300000,29200000,6,0.5000,877,High,13700000,9900000,31500000,9500000,64600000,3.51807,2.21233,1,0," Approved",1
2063,0," Graduate"," No",9200000,36500000,14,1.1667,522,Low,10500000,5300000,22400000,13200000,51400000,3.96739,1.40822,0,0," Rejected",0
2064,5," Not Graduate"," Yes",2700000,8700000,20,1.6667,687,Medium,2600000,1200000,9000000,1300000,14100000,3.22222,1.62069,1,0," Approved",1
2065,0," Graduate"," No",6100000,23600000,20,1.6667,856,High,3300000,5200000,17700000,6400000,32600000,3.86885,1.38136,0,0," Approved",1
2066,4," Not Graduate"," Yes",9100000,33000000,8,0.6667,543,Low,15700000,14400000,19500000,11200000,60800000,3.62637,1.84242,1,0," Rejected",0
2067,5," Not Graduate"," Yes",7600000,15400000,14,1.1667,576,Low,2300000,2800000,24500000,4700000,34300000,2.02632,2.22727,1,0," Approved",1
2068,2," Not Graduate"," No",7200000,17000000,10,0.8333,856,High,18100000,12700000,15800000,6000000,52600000,2.36111,3.09412,1,0," Approved",1
2069,0," Graduate"," Yes",2600000,8200000,8,0.6667,722,Medium,3500000,4200000,7100000,3200000,18000000,3.15385,2.19512,0,0," Approved",1
2070,4," Graduate"," Yes",6500000,20200000,12,1.0000,653,Medium,18600000,1400000,23800000,6400000,50200000,3.10769,2.48515,1,0," Approved",1
2071,5," Graduate"," No",8900000,35500000,16,1.3333,480,Low,17200000,11300000,25200000,4900000,58600000,3.98876,1.65070,1,0," Rejected",0
2072,2," Graduate"," Yes",5400000,14300000,14,1.1667,477,Low,10200000,700000,11100000,5500000,27500000,2.64815,1.92308,1,0," Rejected",0
2073,0," Graduate"," No",300000,500000,2,0.1667,885,High,200000,400000,700000,200000,1500000,1.66667,3.00000,0,0," Approved",1
2074,0," Not Graduate"," No",8400000,19600000,18,1.5000,530,Low,17000000,3600000,24200000,12300000,57100000,2.33333,2.91327,0,0," Rejected",0
2075,3," Graduate"," No",8300000,17200000,8,0.6667,870,High,4700000,8800000,18300000,10000000,41800000,2.07229,2.43023,1,0," Approved",1
2076,4," Not Graduate"," No",1700000,5600000,8,0.6667,395,Low,2700000,800000,3500000,2400000,9400000,3.29412,1.67857,1,0," Rejected",0
2077,2," Not Graduate"," No",1500000,4200000,16,1.3333,771,High,2500000,800000,5700000,1100000,10100000,2.80000,2.40476,1,0," Approved",1
2078,1," Not Graduate"," Yes",200000,500000,2,0.1667,579,Low,500000,100000,500000,100000,1200000,2.50000,2.40000,1,1," Approved",1
2079,1," Graduate"," Yes",1000000,3700000,14,1.1667,798,High,2000000,200000,3800000,1400000,7400000,3.70000,2.00000,1,0," Approved",1
2080,3," Not Graduate"," Yes",8800000,25100000,8,0.6667,473,Low,17200000,600000,24400000,12400000,54600000,2.85227,2.17530,1,0," Rejected",0
2081,0," Graduate"," Yes",1000000,3200000,8,0.6667,304,Low,500000,600000,3700000,700000,5500000,3.20000,1.71875,0,0," Rejected",0
2082,0," Not Graduate"," Yes",8600000,23000000,14,1.1667,678,Medium,18800000,16400000,22900000,12000000,70100000,2.67442,3.04783,0,0," Approved",1
2083,5," Graduate"," Yes",2400000,8900000,2,0.1667,745,Medium,1700000,2000000,9200000,2100000,15000000,3.70833,1.68539,1,0," Approved",1
2084,1," Graduate"," No",2400000,8900000,8,0.6667,835,High,2400000,1200000,5500000,1100000,10200000,3.70833,1.14607,1,0," Approved",1
2085,5," Not Graduate"," Yes",6000000,12100000,20,1.6667,848,High,13900000,4800000,18000000,3600000,40300000,2.01667,3.33058,1,0," Approved",1
2086,5," Not Graduate"," No",7600000,16300000,18,1.5000,872,High,5100000,1900000,20700000,5000000,32700000,2.14474,2.00613,1,0," Approved",1
2087,3," Not Graduate"," No",8000000,20100000,10,0.8333,608,Medium,9800000,15500000,26100000,5200000,56600000,2.51250,2.81592,1,0," Approved",1
2088,0," Graduate"," Yes",5400000,19500000,16,1.3333,758,High,2600000,2700000,18300000,6000000,29600000,3.61111,1.51795,0,0," Approved",1
2089,0," Not Graduate"," Yes",1400000,3700000,4,0.3333,841,High,3000000,1000000,4600000,1000000,9600000,2.64286,2.59459,0,0," Approved",1
2090,0," Not Graduate"," Yes",800000,2600000,2,0.1667,618,Medium,300000,1200000,2000000,500000,4000000,3.25000,1.53846,0,0," Approved",1
2091,4," Graduate"," Yes",300000,1100000,4,0.3333,457,Low,700000,100000,1100000,400000,2300000,3.66667,2.09091,1,0," Approved",1
2092,0," Graduate"," No",4100000,14400000,4,0.3333,844,High,2700000,6000000,9900000,4200000,22800000,3.51220,1.58333,0,0," Approved",1
2093,2," Not Graduate"," No",1500000,3800000,4,0.3333,776,High,2800000,0,5300000,1400000,9500000,2.53333,2.50000,1,0," Approved",1
2094,1," Not Graduate"," No",4600000,13900000,8,0.6667,520,Low,13300000,6400000,9800000,2200000,31700000,3.02174,2.28058,1,0," Rejected",0
2095,1," Graduate"," Yes",3300000,7500000,12,1.0000,648,Medium,6400000,1700000,8700000,1600000,18400000,2.27273,2.45333,1,0," Approved",1
2096,4," Not Graduate"," Yes",7900000,31400000,10,0.8333,654,Medium,16500000,15200000,25400000,5000000,62100000,3.97468,1.97771,1,0," Approved",1
2097,0," Not Graduate"," No",8100000,26500000,20,1.6667,342,Low,5800000,5600000,23700000,5800000,40900000,3.27160,1.54340,0,0," Rejected",0
2098,5," Not Graduate"," No",900000,2800000,16,1.3333,808,High,2100000,900000,3100000,800000,6900000,3.11111,2.46429,1,0," Approved",1
2099,1," Graduate"," Yes",4900000,15200000,10,0.8333,429,Low,5700000,7300000,14400000,3300000,30700000,3.10204,2.01974,1,0," Rejected",0
2100,3," Graduate"," Yes",6100000,18100000,14,1.1667,538,Low,11800000,4200000,16200000,7500000,39700000,2.96721,2.19337,1,0," Rejected",0
2101,3," Not Graduate"," No",4500000,16400000,6,0.5000,533,Low,1800000,5600000,12200000,3900000,23500000,3.64444,1.43293,1,0," Rejected",0
2102,2," Graduate"," Yes",2900000,7300000,8,0.6667,394,Low,7700000,2600000,7700000,4000000,22000000,2.51724,3.01370,1,0," Rejected",0
2103,1," Not Graduate"," No",7900000,29300000,2,0.1667,771,High,17600000,12800000,20400000,4000000,54800000,3.70886,1.87031,1,0," Approved",1
2104,5," Graduate"," Yes",4100000,10100000,4,0.3333,792,High,4400000,6100000,8600000,4900000,24000000,2.46341,2.37624,1,0," Approved",1
2105,5," Not Graduate"," Yes",7700000,15500000,8,0.6667,407,Low,6500000,9100000,26300000,4600000,46500000,2.01299,3.00000,1,0," Rejected",0
2106,0," Not Graduate"," No",5600000,19300000,18,1.5000,544,Low,6400000,2800000,19900000,6400000,35500000,3.44643,1.83938,0,0," Rejected",0
2107,5," Graduate"," No",9000000,18000000,18,1.5000,509,Low,24600000,5200000,20000000,6100000,55900000,2.00000,3.10556,1,0," Rejected",0
2108,4," Not Graduate"," Yes",6400000,18400000,16,1.3333,320,Low,17700000,3600000,13900000,8300000,43500000,2.87500,2.36413,1,0," Rejected",0
2109,4," Graduate"," No",6900000,14700000,2,0.1667,496,Low,12000000,7000000,15500000,4000000,38500000,2.13043,2.61905,1,0," Rejected",0
2110,3," Not Graduate"," No",9100000,27400000,18,1.5000,652,Medium,8500000,7300000,31700000,6800000,54300000,3.01099,1.98175,1,0," Approved",1
2111,2," Graduate"," Yes",1100000,3700000,2,0.1667,806,High,2700000,800000,2900000,500000,6900000,3.36364,1.86486,1,0," Approved",1
2112,4," Not Graduate"," No",1700000,4500000,12,1.0000,821,High,3200000,1900000,4900000,1500000,11500000,2.64706,2.55556,1,0," Approved",1
2113,5," Graduate"," Yes",9200000,28800000,20,1.6667,618,Medium,14300000,10800000,33900000,10600000,69600000,3.13043,2.41667,1,0," Approved",1
2114,2," Not Graduate"," Yes",8300000,20600000,12,1.0000,729,Medium,22400000,9000000,31400000,8400000,71200000,2.48193,3.45631,1,0," Approved",1
2115,5," Not Graduate"," Yes",5000000,10600000,6,0.5000,839,High,12600000,8600000,19800000,3500000,44500000,2.12000,4.19811,1,0," Approved",1
2116,3," Graduate"," No",2200000,6400000,2,0.1667,318,Low,1400000,2100000,4300000,1500000,9300000,2.90909,1.45313,1,0," Rejected",0
2117,2," Graduate"," No",4500000,9600000,16,1.3333,404,Low,1800000,6000000,17000000,2700000,27500000,2.13333,2.86458,1,0," Rejected",0
2118,5," Not Graduate"," Yes",4100000,9000000,6,0.5000,581,Low,6600000,1500000,11300000,3400000,22800000,2.19512,2.53333,1,0," Approved",1
2119,1," Not Graduate"," No",2800000,6800000,18,1.5000,596,Low,7900000,400000,7300000,1500000,17100000,2.42857,2.51471,1,0," Approved",1
2120,1," Not Graduate"," No",6600000,20700000,4,0.3333,415,Low,12800000,11900000,17700000,3900000,46300000,3.13636,2.23671,1,0," Approved",1
2121,3," Not Graduate"," Yes",3200000,7200000,6,0.5000,728,Medium,4800000,2000000,8000000,4600000,19400000,2.25000,2.69444,1,0," Approved",1
2122,0," Not Graduate"," No",6300000,13300000,2,0.1667,666,Medium,8800000,4000000,14200000,4900000,31900000,2.11111,2.39850,0,0," Approved",1
2123,2," Graduate"," No",4700000,17700000,14,1.1667,675,Medium,5800000,7200000,13100000,6500000,32600000,3.76596,1.84181,1,0," Approved",1
2124,0," Graduate"," No",4100000,15400000,16,1.3333,304,Low,3000000,5200000,16200000,3100000,27500000,3.75610,1.78571,0,0," Rejected",0
2125,5," Graduate"," Yes",7100000,15500000,4,0.3333,474,Low,7600000,9000000,22400000,9400000,48400000,2.18310,3.12258,1,0," Rejected",0
2126,4," Graduate"," Yes",4900000,10200000,18,1.5000,370,Low,10900000,2200000,13700000,6600000,33400000,2.08163,3.27451,1,0," Rejected",0
2127,4," Graduate"," No",5600000,20300000,20,1.6667,596,Low,5100000,10900000,12700000,7900000,36600000,3.62500,1.80296,1,0," Approved",1
2128,4," Graduate"," No",3400000,8300000,2,0.1667,567,Low,5700000,1900000,10200000,2700000,20500000,2.44118,2.46988,1,0," Approved",1
2129,3," Not Graduate"," No",4500000,16100000,16,1.3333,671,Medium,10500000,3600000,12400000,5800000,32300000,3.57778,2.00621,1,0," Approved",1
2130,2," Graduate"," No",300000,800000,18,1.5000,819,High,300000,300000,900000,400000,1900000,2.66667,2.37500,1,0," Approved",1
2131,5," Not Graduate"," Yes",7600000,23000000,10,0.8333,829,High,3100000,7300000,17600000,7300000,35300000,3.02632,1.53478,1,0," Approved",1
2132,5," Graduate"," No",500000,1200000,12,1.0000,454,Low,1400000,500000,1000000,300000,3200000,2.40000,2.66667,1,0," Rejected",0
2133,0," Graduate"," Yes",5900000,15200000,16,1.3333,399,Low,15200000,3200000,12200000,6500000,37100000,2.57627,2.44079,0,0," Rejected",0
2134,0," Graduate"," No",7100000,20700000,10,0.8333,784,High,9500000,11400000,27900000,8600000,57400000,2.91549,2.77295,0,0," Approved",1
2135,2," Not Graduate"," Yes",8500000,26900000,6,0.5000,538,Low,21300000,16400000,21500000,4600000,63800000,3.16471,2.37175,1,0," Rejected",0
2136,0," Graduate"," Yes",6400000,16900000,16,1.3333,759,High,16200000,7100000,15200000,3100000,41600000,2.64063,2.46154,0,0," Approved",1
2137,2," Graduate"," No",7100000,21400000,12,1.0000,699,Medium,11400000,13400000,22600000,4800000,52200000,3.01408,2.43925,1,0," Approved",1
2138,5," Not Graduate"," No",1800000,5400000,14,1.1667,347,Low,3800000,1300000,4900000,1700000,11700000,3.00000,2.16667,1,0," Rejected",0
2139,3," Not Graduate"," Yes",6600000,25200000,20,1.6667,598,Low,13100000,3600000,20700000,8600000,46000000,3.81818,1.82540,1,0," Approved",1
2140,4," Graduate"," Yes",8800000,27100000,2,0.1667,406,Low,16300000,6200000,26100000,5800000,54400000,3.07955,2.00738,1,0," Approved",1
